Waktu,Tipe Kejadian,Kabupaten / Kota,Cuaca,Tingkatan
25/11/2021 13.30.00,Banjir,Probolinggo Kota,Berawan,RENDAH
25/11/2021 10.30.00,Banjir,Tuban Kabupaten,Hujan Lebat,RENDAH
24/11/2021 16.30.00,Banjir,Jember Kabupaten,Hujan Lebat,RENDAH
24/11/2021 14.30.00,Banjir,Ponorogo Kabupaten,Berawan,RENDAH
24/11/2021 02.00.00,Banjir,Madiun Kabupaten,Berawan,RENDAH
23/11/2021 18.28.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
23/11/2021 18.00.00,Banjir,Sidoarjo Kabupaten,Hujan Lebat,RENDAH
23/11/2021 17.33.00,Banjir,Magetan Kabupaten,Hujan lebat,RENDAH
23/11/2021 15.00.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
22/11/2021 16.00.00,Banjir,Blitar Kabupaten,Cerah,RENDAH
21/11/2021 23.10.00,Banjir,Gresik Kabupaten,Hujan Sedang,SEDANG
19/11/2021 23.30.00,Banjir,Ngawi Kabupaten,Hujan Lebat,RENDAH
19/11/2021 19.40.00,Banjir Bandang,Bojonegoro Kabupaten,Hujan lebat,SEDANG
19/11/2021 19.00.00,Banjir,Bojonegoro Kabupaten,Hujan Lebat,RENDAH
19/11/2021 18.00.00,Banjir,Madiun Kabupaten,Hujan Sedang - Lebat,RENDAH
19/11/2021 18.00.00,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
19/11/2021 18.00.00,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
19/11/2021 16.00.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
18/11/2021 17.40.00,Banjir,Jember Kabupaten,Hujan Lebat,SEDANG
18/11/2021 13.25.00,Banjir,Ponorogo Kabupaten,Hujan Sedang - Lebat,RENDAH
18/11/2021 03.00.00,Banjir,Tulungagung Kabupaten,Hujan Lebat,RENDAH
17/11/2021 20.00.00,Banjir,Trenggalek Kabupaten,Hujan Lebat,RENDAH
17/11/2021 17.00.00,Banjir,Trenggalek Kabupaten,Hujan Lebat,RENDAH
17/11/2021 16.00.00,Banjir,Malang Kabupaten,Hujan Lebat,RENDAH
17/11/2021 15.30.00,Banjir,Trenggalek Kabupaten,Hujan Sedang,RENDAH
16/11/2021 16.30.00,Banjir,Trenggalek Kabupaten,Hujan Sedang - Lebat,RENDAH
15/11/2021 11.00.00,Banjir,Jember Kabupaten,Hujan,RENDAH
14/11/2021 17.30.00,Banjir,Blitar Kabupaten,Hujan Lebat,RENDAH
14/11/2021 14.00.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
14/09/2021 21.43.00,Banjir,Lumajang Kabupaten,Berawan,RENDAH
14/09/2021 07.00.00,Banjir,Trenggalek Kabupaten,Berawan,RENDAH
11/09/2021 07.00.00,Banjir Rob,Lumajang Kabupaten,Cerah,RENDAH
12/08/2021 07.00.00,Banjir Rob,Trenggalek Kabupaten,Berawan,RENDAH
08/08/2021 21.00.00,Banjir,Ngawi Kabupaten,Hujan Deras,RENDAH
05/08/2021 23.27.00,Banjir,Malang Kabupaten,Hujan,RENDAH
11/07/2021 10.30.00,Banjir Rob,Situbondo Kabupaten,Cerah,RENDAH
28/06/2021 20.38.00,Banjir,Jombang Kabupaten,Hujan,RENDAH
25/06/2021 00.14.00,Banjir,Mojokerto Kabupaten,Hujan ringan,RENDAH
24/06/2021 19.00.00,Banjir,Pamekasan Kabupaten,Cerah berawan,SEDANG
24/06/2021 18.00.00,Banjir,Blitar Kabupaten,Hujan ringan,SEDANG
17/06/2021 00.47.36,Banjir,Gresik Kabupaten,Berawan,RENDAH
16/06/2021 19.00.00,Banjir,Malang Kabupaten,Hujan Sedang,RENDAH
09/06/2021 07.00.00,Banjir,Banyuwangi Kabupaten,Cerah,SEDANG
28/05/2021 16.00.00,Banjir Rob,Probolinggo Kabupaten,Hujan,RENDAH
27/05/2021 08.00.00,Banjir Rob,Situbondo Kabupaten,Cerah,RENDAH
26/03/2021 03.00.00,Banjir,Gresik Kabupaten,Berawan,SEDANG
25/03/2021 20.00.00,Banjir,Nganjuk Kabupaten,Berawan,SEDANG
25/03/2021 18.00.00,Banjir,Magetan Kabupaten,Hujan,RENDAH
25/03/2021 15.20.00,Banjir,Batu Kota,Hujan,RENDAH
25/03/2021 14.00.00,Banjir,Jember Kabupaten,Berawan,RENDAH
25/03/2021 07.00.00,Banjir,Gresik Kabupaten,Hujan,SEDANG
25/03/2021 04.00.00,Banjir,Madiun Kabupaten,Cerah,RENDAH
23/03/2021 21.00.00,Banjir,Gresik Kabupaten,Hujan,RENDAH
23/03/2021 19.00.00,Banjir,Nganjuk Kabupaten,Hujan,RENDAH
23/03/2021 18.00.00,Banjir,Jombang Kabupaten,Cerah,RENDAH
23/03/2021 15.00.00,Banjir,Jombang Kabupaten,Hujan,SEDANG
22/03/2021 16.30.00,Banjir,Malang Kota,Hujan,RENDAH
19/03/2021 17.03.00,Banjir,Jember Kabupaten,Hujan,RENDAH
19/03/2021 13.45.00,Banjir,Blitar Kota,Hujan,RENDAH
18/03/2021 18.00.00,Banjir,Madiun Kota,Hujan,RENDAH
18/03/2021 16.23.00,Banjir,Blitar Kota,Berawan,RENDAH
17/03/2021 12.00.00,Banjir,Gresik Kabupaten,Hujan Deras,SEDANG
16/03/2021 23.30.00,Banjir Bandang,Magetan Kabupaten,Berawan,SEDANG
16/03/2021 14.30.00,Banjir,Kediri Kabupaten,Hujan Deras,SEDANG
15/03/2021 21.00.00,Banjir,Malang Kabupaten,Hujan,RENDAH
15/03/2021 17.00.00,Banjir,Trenggalek Kabupaten,Hujan,RENDAH
14/03/2021 18.30.00,Banjir,Madiun Kabupaten,Hujan Sedang - Lebat,RENDAH
14/03/2021 18.00.00,Banjir,Bojonegoro Kabupaten,Hujan Intensitas Tinggi,SEDANG
13/03/2021 21.30.00,Banjir,Pasuruan Kota,Hujan,SEDANG
13/03/2021 18.00.00,Banjir,Gresik Kabupaten,Berawan,SEDANG
12/03/2021 21.00.00,Banjir,Gresik Kabupaten,Hujan lebat,TINGGI
12/03/2021 19.00.00,Banjir,Mojokerto Kabupaten,Hujan intensitas sedang,SEDANG
12/03/2021 18.30.00,Banjir,Lamongan Kabupaten,Hujan intensitas tinggi,SEDANG
12/03/2021 15.30.00,Banjir,Magetan Kabupaten,Hujan intensitas tinggi,RENDAH
12/03/2021 14.30.00,Banjir,Bojonegoro Kabupaten,Hujan intensitas tinggi,RENDAH
11/03/2021 21.00.00,Banjir,Pasuruan Kota,Hujan,SEDANG
11/03/2021 16.21.00,Banjir,Pamekasan Kabupaten,Hujan,RENDAH
11/03/2021 15.00.00,Banjir,Jombang Kabupaten,Hujan,RENDAH
11/03/2021 12.00.00,Banjir,Trenggalek Kabupaten,Hujan,RENDAH
11/03/2021 12.00.00,Banjir,Pasuruan Kabupaten,Hujan,SEDANG
10/03/2021 16.00.00,Banjir,Pasuruan Kabupaten,Hujan,SEDANG
10/03/2021 15.16.00,Banjir,Probolinggo Kabupaten,Hujan Deras,SEDANG
10/03/2021 15.00.00,Banjir,Probolinggo Kota,Hujan Deras,SEDANG
08/03/2021 23.30.00,Banjir,Kediri Kabupaten,Cerah,RENDAH
08/03/2021 23.00.00,Banjir,Kediri Kabupaten,Berawan,SEDANG
08/03/2021 23.00.00,Banjir,Kediri Kabupaten,Cerah,SEDANG
08/03/2021 23.00.00,Banjir,Kediri Kabupaten,Cerah,SEDANG
08/03/2021 19.00.00,Banjir,Probolinggo Kabupaten,Hujan Ringan,SEDANG
08/03/2021 17.00.00,Banjir,Probolinggo Kota,Hujan Ringan,SEDANG
08/03/2021 16.00.00,Banjir,Magetan Kabupaten,Hujan Ringan,RENDAH
08/03/2021 14.00.00,Banjir,Malang Kabupaten,Hujan Ringan,RENDAH
07/03/2021 23.00.00,Banjir,Batu Kota,Hujan,RENDAH
07/03/2021 19.30.00,Banjir,Lumajang Kabupaten,Hujan,SEDANG
07/03/2021 19.00.00,Banjir,Pasuruan Kota,Hujan,SEDANG
07/03/2021 16.30.00,Banjir,Mojokerto Kabupaten,Hujan,RENDAH
07/03/2021 16.00.00,Banjir,Madiun Kabupaten,Hujan,RENDAH
07/03/2021 15.27.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
07/03/2021 13.00.00,Banjir,Pasuruan Kabupaten,Hujan,SEDANG
07/03/2021 12.30.00,Banjir,Lumajang Kabupaten,Hujan,RENDAH
06/03/2021 15.00.00,Banjir,Bojonegoro Kabupaten,Hujan Deras,RENDAH
05/03/2021 04.30.00,Banjir,Gresik Kabupaten,Hujan,SEDANG
04/03/2021 12.00.00,Banjir,Sumenep Kabupaten,Hujan Ringan,SEDANG
03/03/2021 20.00.00,Banjir,Pasuruan Kota,Hujan,SEDANG
03/03/2021 16.00.00,Banjir,Kediri Kabupaten,Hujan,RENDAH
03/03/2021 14.30.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
03/03/2021 05.18.58,Banjir,Pasuruan Kabupaten,Hujan,RENDAH
03/03/2021 05.00.00,Banjir,Bojonegoro Kabupaten,Hujan,RENDAH
02/03/2021 18.30.00,Banjir,Jombang Kabupaten,Hujan Deras,SEDANG
02/03/2021 18.00.00,Banjir,Madiun Kabupaten,Hujan Sedang,RENDAH
02/03/2021 15.19.00,Banjir,Kediri Kota,Hujan Lebat,RENDAH
02/03/2021 14.30.00,Banjir,Bojonegoro Kabupaten,Hujan Lebat,SEDANG
02/03/2021 12.00.00,Banjir,Banyuwangi Kabupaten,Hujan Deras,RENDAH
28/02/2021 03.20.00,Banjir,Probolinggo Kabupaten,Berawan,SEDANG
27/02/2021 21.00.00,Banjir,Pasuruan Kota,Hujan,SEDANG
27/02/2021 21.00.00,Banjir,Lumajang Kabupaten,Hujan,SEDANG
27/02/2021 20.00.00,Banjir,Lumajang Kabupaten,Hujan Ringan,SEDANG
27/02/2021 16.00.00,Banjir,Pamekasan Kabupaten,Hujan,SEDANG
27/02/2021 16.00.00,Banjir,Situbondo Kabupaten,Hujan,SEDANG
27/02/2021 15.00.00,Banjir,Lumajang Kabupaten,Hujan sedang,SEDANG
27/02/2021 12.10.00,Banjir Bandang,Probolinggo Kabupaten,Hujan,SEDANG
27/02/2021 09.30.00,Banjir,Lumajang Kabupaten,Hujan,SEDANG
26/02/2021 17.30.00,Banjir,Jember Kabupaten,Hujan Sedang - Tinggi,RENDAH
26/02/2021 17.00.00,Banjir,Jember Kabupaten,Hujan Deras,SEDANG
26/02/2021 17.00.00,Banjir,Jember Kabupaten,Hujan,SEDANG
26/02/2021 16.00.00,Banjir,Probolinggo Kota,Hujan Deras,SEDANG
26/02/2021 15.00.00,Banjir,Probolinggo Kabupaten,Hujan Deras,SEDANG
25/02/2021 18.15.00,Banjir,Jombang Kabupaten,Hujan,SEDANG
20/02/2021 19.00.00,Banjir,Mojokerto Kabupaten,Cerah Berawan,RENDAH
19/02/2021 13.00.00,Banjir,Trenggalek Kabupaten,Hujan,RENDAH
18/02/2021 20.30.00,Banjir,Jember Kabupaten,Hujan,SEDANG
18/02/2021 17.30.00,Banjir,Jember Kabupaten,Hujan,RENDAH
18/02/2021 07.00.00,Banjir,Mojokerto Kabupaten,Hujan,RENDAH
18/02/2021 03.30.00,Banjir,Gresik Kabupaten,Berawan,SEDANG
17/02/2021 20.00.00,Banjir,Ponorogo Kabupaten,Berawan,RENDAH
17/02/2021 16.00.00,Banjir,Pasuruan Kabupaten,Hujan Ringan,SEDANG
16/02/2021 22.00.00,Banjir,Mojokerto Kabupaten,Berawan,SEDANG
16/02/2021 21.15.00,Banjir,Ponorogo Kabupaten,Hujan Intensitas Tinggi,RENDAH
16/02/2021 20.00.00,Banjir,Ponorogo Kabupaten,Berawan,RENDAH
15/02/2021 17.30.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
15/02/2021 17.00.00,Banjir,Sidoarjo Kabupaten,Hujan,RENDAH
15/02/2021 16.30.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
15/02/2021 16.30.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
15/02/2021 16.30.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
15/02/2021 16.30.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
15/02/2021 16.30.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
15/02/2021 16.00.00,Banjir,Probolinggo Kabupaten,Hujan,RENDAH
15/02/2021 15.00.00,Banjir,Sidoarjo Kabupaten,Hujan,RENDAH
15/02/2021 14.00.00,Banjir,Sidoarjo Kabupaten,Hujan,SEDANG
14/02/2021 21.30.00,Banjir,Mojokerto Kabupaten,Hujan Deras,RENDAH
14/02/2021 21.00.00,Banjir,Jombang Kabupaten,Hujan Deras,SEDANG
14/02/2021 20.00.00,Banjir,Jombang Kabupaten,Hujan Deras,SEDANG
14/02/2021 18.30.00,Banjir,Nganjuk Kabupaten,Hujan Lebat,TINGGI
14/02/2021 18.00.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,TINGGI
14/02/2021 15.53.00,Banjir,Pasuruan Kota,Hujan Lebat,RENDAH
14/02/2021 15.00.00,Banjir,Jombang Kabupaten,Hujan Deras,SEDANG
14/02/2021 06.06.08,Banjir Bandang,Madiun Kabupaten,Hujan Lebat,SEDANG
14/02/2021 01.00.00,Banjir,Situbondo Kabupaten,Hujan Lebat,RENDAH
12/02/2021 19.30.00,Banjir,Nganjuk Kabupaten,Hujan,RENDAH
12/02/2021 17.30.00,Banjir,Bojonegoro Kabupaten,Hujan,RENDAH
12/02/2021 16.15.00,Banjir Bandang,Lumajang Kabupaten,Hujan,RENDAH
10/02/2021 15.00.00,Banjir,Lumajang Kabupaten,Hujan,SEDANG
08/02/2021 19.00.00,Banjir,Banyuwangi Kabupaten,Berawan,SEDANG
08/02/2021 18.00.00,Banjir,Sidoarjo Kabupaten,,RENDAH
08/02/2021 16.58.00,Banjir,Jember Kabupaten,Hujan Ringan,RENDAH
08/02/2021 15.20.00,Banjir,Lumajang Kabupaten,Hujan,RENDAH
07/02/2021 15.17.00,Banjir,Mojokerto Kabupaten,Hujan,SEDANG
05/02/2021 16.00.00,Banjir,Jember Kabupaten,Hujan Lebat,TINGGI
05/02/2021 14.04.00,Banjir,Jember Kabupaten,Hujan,RENDAH
05/02/2021 09.30.00,Banjir,Lumajang Kabupaten,Hujan,RENDAH
04/02/2021 18.20.00,Banjir,Blitar Kota,Hujan Sedang,RENDAH
04/02/2021 18.20.00,Banjir,Blitar Kota,Hujan Sedang,RENDAH
04/02/2021 17.00.00,Banjir,Blitar Kota,Hujan Deras,RENDAH
04/02/2021 16.00.00,Banjir,Jombang Kabupaten,Hujan,TINGGI
04/02/2021 12.28.30,Banjir,Blitar Kota,Hujan Sedang,RENDAH
04/02/2021 07.15.00,Banjir,Situbondo Kabupaten,Hujan,RENDAH
04/02/2021 04.35.00,Banjir,Trenggalek Kabupaten,Hujan,RENDAH
03/02/2021 23.00.00,Banjir,Jombang Kabupaten,Hujan,SEDANG
03/02/2021 21.09.00,Banjir,Kediri Kota,Hujan,RENDAH
03/02/2021 20.30.00,Banjir,Mojokerto Kabupaten,Hujan,RENDAH
03/02/2021 19.30.00,Banjir,Pasuruan Kabupaten,Hujan,TINGGI
03/02/2021 19.29.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
03/02/2021 19.00.00,Banjir,Jombang Kabupaten,Hujan,SEDANG
03/02/2021 19.00.00,Banjir,Pasuruan Kota,Hujan,SEDANG
03/02/2021 19.00.00,Banjir,Pasuruan Kota,Hujan,SEDANG
03/02/2021 16.00.00,Banjir,Banyuwangi Kabupaten,Hujan,RENDAH
03/02/2021 15.30.00,Banjir,Banyuwangi Kabupaten,Hujan,RENDAH
03/02/2021 15.00.00,Banjir,Nganjuk Kabupaten,Hujan,SEDANG
03/02/2021 13.00.00,Banjir Bandang,Blitar Kabupaten,Hujan,RENDAH
03/02/2021 13.00.00,Banjir,Blitar Kabupaten,Hujan,RENDAH
03/02/2021 05.15.54,Banjir,Jombang Kabupaten,Hujan,SEDANG
02/02/2021 18.00.00,Banjir Bandang,Jombang Kabupaten,Hujan dengan intensitas Tinggi,SEDANG
01/02/2021 20.30.00,Banjir,Jombang Kabupaten,Berawan,SEDANG
01/02/2021 20.00.00,Banjir,Jombang Kabupaten,Berawan,SEDANG
01/02/2021 18.30.00,Banjir,Mojokerto Kabupaten,Hujan Ringan - Sedang,RENDAH
01/02/2021 18.30.00,Banjir Bandang,Jombang Kabupaten,Berawan,TINGGI
01/02/2021 17.00.00,Banjir,Jember Kabupaten,Hujan,SEDANG
01/02/2021 15.30.00,Banjir Bandang,Bondowoso Kabupaten,Hujan,SEDANG
01/02/2021 14.00.00,Banjir,Situbondo Kabupaten,Hujan Lebat,SEDANG
01/02/2021 00.25.00,Banjir,Jombang Kabupaten,Hujan,RENDAH
31/01/2021 18.35.00,Banjir,Mojokerto Kabupaten,Hujan,RENDAH
31/01/2021 16.00.00,Banjir,Situbondo Kabupaten,Hujan,RENDAH
31/01/2021 14.00.00,Banjir,Banyuwangi Kabupaten,Hujan,SEDANG
29/01/2021 21.00.00,Banjir Rob,Situbondo Kabupaten,Hujan Lebat,SEDANG
29/01/2021 16.00.00,Banjir,Jember Kabupaten,Hujan,TINGGI
29/01/2021 05.30.00,Banjir,Mojokerto Kabupaten,Hujan Lebat,RENDAH
28/01/2021 19.00.00,Banjir,Malang Kabupaten,Berawan,RENDAH
28/01/2021 16.40.00,Banjir,Probolinggo Kabupaten,Berawan,SEDANG
28/01/2021 14.00.00,Banjir,Banyuwangi Kabupaten,Hujan,RENDAH
28/01/2021 13.30.00,Banjir,Probolinggo Kota,Hujan Ringan - Sedang,SEDANG
28/01/2021 00.30.00,Banjir,Mojokerto Kabupaten,Hujan tinggi,RENDAH
27/01/2021 20.52.00,Banjir,Jombang Kabupaten,Hujan deras,SEDANG
27/01/2021 18.00.00,Banjir,Mojokerto Kabupaten,Hujan Tinggi,RENDAH
27/01/2021 16.08.00,Banjir,Madiun Kabupaten,Hujan Deras,RENDAH
27/01/2021 04.00.00,Banjir,Jember Kabupaten,Hujan Lebat,RENDAH
26/01/2021 16.00.00,Banjir,Bojonegoro Kabupaten,Hujan lebat,SEDANG
25/01/2021 17.00.00,Banjir,Jombang Kabupaten,Berawan,RENDAH
25/01/2021 10.00.00,Banjir,Gresik Kabupaten,Hujan intensitas tinggi,SEDANG
25/01/2021 09.20.00,Banjir,Sampang Kabupaten,Hujan intensitas sedang,RENDAH
24/01/2021 19.30.00,Banjir,Mojokerto Kabupaten,Hujan,RENDAH
24/01/2021 19.00.00,Banjir,Tuban Kabupaten,Berawan - Hujan Ringan,SEDANG
24/01/2021 17.30.00,Banjir,Tuban Kabupaten,Hujan,RENDAH
24/01/2021 16.00.00,Banjir,Tuban Kabupaten,Hujan,SEDANG
24/01/2021 15.30.00,Banjir,Tuban Kabupaten,Berawan,RENDAH
24/01/2021 13.00.00,Banjir,Tuban Kabupaten,Hujan,RENDAH
22/01/2021 12.30.00,Banjir,Situbondo Kabupaten,Hujan,RENDAH
22/01/2021 10.00.00,Banjir,Bojonegoro Kabupaten,Hujan,TINGGI
21/01/2021 14.50.00,Banjir,Situbondo Kabupaten,Hujan,RENDAH
21/01/2021 14.14.00,Banjir,Tuban Kabupaten,Hujan,SEDANG
21/01/2021 02.00.00,Banjir,Jombang Kabupaten,Cerah berawan,RENDAH
20/01/2021 20.00.00,Banjir,Bojonegoro Kabupaten,Hujan Ringan,TINGGI
20/01/2021 18.50.00,Banjir,Bojonegoro Kabupaten,Hujan,SEDANG
20/01/2021 18.30.00,Banjir,Jombang Kabupaten,Berawan,RENDAH
20/01/2021 18.00.00,Banjir,Mojokerto Kabupaten,Hujan,RENDAH
20/01/2021 18.00.00,Banjir,Bojonegoro Kabupaten,Berawan,SEDANG
20/01/2021 18.00.00,Banjir,Jombang Kabupaten,Berawan,SEDANG
20/01/2021 18.00.00,Banjir,Bojonegoro Kabupaten,Hujan,SEDANG
20/01/2021 15.30.00,Banjir,Tuban Kabupaten,Berawan,SEDANG
20/01/2021 15.00.00,Banjir,Sumenep Kabupaten,Berawan,SEDANG
18/01/2021 21.00.00,Banjir,Ngawi Kabupaten,Hujan,RENDAH
18/01/2021 18.00.00,Banjir,Jombang Kabupaten,Hujan,RENDAH
18/01/2021 17.00.00,Banjir,Pasuruan Kabupaten,Hujan,RENDAH
18/01/2021 16.52.00,Banjir,Magetan Kabupaten,Hujan,RENDAH
17/01/2021 22.00.00,Banjir,Mojokerto Kabupaten,Hujan,RENDAH
17/01/2021 19.30.00,Banjir,Mojokerto Kabupaten,Hujan,RENDAH
17/01/2021 19.00.00,Banjir,Jombang Kabupaten,Hujan,RENDAH
17/01/2021 19.00.00,Banjir,Sidoarjo Kabupaten,Hujan,SEDANG
17/01/2021 17.30.00,Banjir,Mojokerto Kabupaten,Hujan,RENDAH
16/01/2021 16.00.00,Banjir,Sidoarjo Kabupaten,Berawan,TINGGI
15/01/2021 01.00.00,Banjir,Gresik Kabupaten,Berawan,SEDANG
14/01/2021 09.30.00,Banjir,Jember Kabupaten,Cerah Berawan,TINGGI
13/01/2021 22.00.00,Banjir Rob,Probolinggo Kabupaten,Cerah,SEDANG
13/01/2021 21.45.00,Banjir Rob,Pasuruan Kota,Cerah Berawan,SEDANG
13/01/2021 17.30.00,Banjir,Jombang Kabupaten,Cerah berawan,RENDAH
12/01/2021 23.00.00,Banjir,Jember Kabupaten,Hujan ringan,SEDANG
12/01/2021 20.30.00,Banjir,Bojonegoro Kabupaten,Hujan,RENDAH
12/01/2021 18.00.00,Banjir,Malang Kabupaten,Hujan,RENDAH
12/01/2021 16.15.00,Banjir,Jember Kabupaten,Hujan,RENDAH
12/01/2021 15.30.00,Banjir,Malang Kabupaten,Hujan Sedang - Lebat,RENDAH
12/01/2021 15.00.00,Banjir,Malang Kota,Hujan Lebat,SEDANG
12/01/2021 14.00.00,Banjir Bandang,Jember Kabupaten,Berawan,SEDANG
11/01/2021 19.00.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
11/01/2021 17.00.00,Banjir,Jember Kabupaten,Hujan,RENDAH
11/01/2021 16.00.00,Banjir,Tuban Kabupaten,Hujan,RENDAH
11/01/2021 14.30.00,Banjir,Batu Kota,Hujan,RENDAH
11/01/2021 13.02.00,Banjir,Pamekasan Kabupaten,Hujan,SEDANG
11/01/2021 08.30.00,Banjir,Gresik Kabupaten,Hujan,SEDANG
10/01/2021 21.11.00,Banjir,Sampang Kabupaten,Hujan,TINGGI
10/01/2021 21.00.00,Banjir,Pasuruan Kota,Hujan,SEDANG
10/01/2021 13.30.00,Banjir,Batu Kota,Hujan,RENDAH
10/01/2021 13.26.19,Banjir,Pasuruan Kabupaten,Hujan,SEDANG
10/01/2021 12.30.00,Banjir,Pamekasan Kabupaten,Hujan,RENDAH
10/01/2021 07.14.19,Banjir,Kediri Kabupaten,Hujan,RENDAH
10/01/2021 03.00.00,Banjir,Gresik Kabupaten,Hujan ringan,RENDAH
09/01/2021 21.00.00,Banjir,Tuban Kabupaten,Berawan,RENDAH
09/01/2021 15.00.00,Banjir,Bojonegoro Kabupaten,Berawan,SEDANG
09/01/2021 06.00.00,Banjir,Tuban Kabupaten,Hujan,TINGGI
09/01/2021 01.30.00,Banjir,Lamongan Kabupaten,Hujan,SEDANG
08/01/2021 21.30.00,Banjir,Tuban Kabupaten,Cerah,RENDAH
08/01/2021 21.00.00,Banjir,Bojonegoro Kabupaten,Hujan,SEDANG
08/01/2021 19.30.00,Banjir,Lamongan Kabupaten,Hujan,RENDAH
08/01/2021 16.30.00,Banjir,Nganjuk Kabupaten,Berawan,SEDANG
08/01/2021 16.20.00,Banjir,Sidoarjo Kabupaten,Berawan,SEDANG
08/01/2021 16.00.00,Banjir,Tuban Kabupaten,Hujan,SEDANG
08/01/2021 16.00.00,Banjir,Sidoarjo Kabupaten,Berawan,RENDAH
07/01/2021 22.00.00,Banjir,Gresik Kabupaten,Hujan,SEDANG
07/01/2021 20.30.00,Banjir,Jember Kabupaten,Cerah,SEDANG
07/01/2021 20.30.00,Banjir,Jember Kabupaten,Hujan,SEDANG
07/01/2021 17.00.00,Banjir,Tuban Kabupaten,Hujan Lebat,RENDAH
07/01/2021 16.30.00,Banjir,Mojokerto Kabupaten,Hujan,RENDAH
07/01/2021 16.00.00,Banjir,Sidoarjo Kabupaten,Hujan,RENDAH
07/01/2021 15.00.00,Banjir,Jombang Kabupaten,Hujan,SEDANG
07/01/2021 15.00.00,Banjir,Tuban Kabupaten,Cerah,RENDAH
07/01/2021 06.00.00,Banjir,Mojokerto Kabupaten,Hujan,SEDANG
07/01/2021 02.00.00,Banjir Bandang,Malang Kabupaten,Hujan,RENDAH
06/01/2021 22.00.00,Banjir,Nganjuk Kabupaten,Hujan,SEDANG
06/01/2021 17.00.00,Banjir Bandang,Malang Kabupaten,Hujan,RENDAH
06/01/2021 16.00.00,Banjir,Kediri Kota,Hujan,RENDAH
06/01/2021 15.00.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
06/01/2021 13.30.00,Banjir,Sumenep Kabupaten,Hujan,RENDAH
06/01/2021 06.46.10,Banjir,Malang Kabupaten,Hujan,RENDAH
05/01/2021 18.00.00,Banjir,Nganjuk Kabupaten,Hujan,RENDAH
05/01/2021 18.00.00,Banjir,Pasuruan Kota,Hujan,TINGGI
05/01/2021 17.30.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
05/01/2021 16.00.00,Banjir,Situbondo Kabupaten,Hujan,SEDANG
05/01/2021 16.00.00,Banjir,Pasuruan Kabupaten,Hujan,SEDANG
05/01/2021 16.00.00,Banjir,Tuban Kabupaten,Hujan,RENDAH
04/01/2021 18.30.00,Banjir,Mojokerto Kabupaten,Hujan,SEDANG
04/01/2021 14.00.00,Banjir,Batu Kota,Berawan,RENDAH
03/01/2021 09.52.00,Banjir,Lamongan Kabupaten,Berawan,TINGGI
02/01/2021 22.00.00,Banjir,Jombang Kabupaten,Hujan Intensitas Sedang - Tinggi,SEDANG
02/01/2021 11.00.00,Banjir,Jombang Kabupaten,Cerah Berawan,RENDAH
01/01/2021 19.40.00,Banjir,Madiun Kabupaten,Hujan,RENDAH
